;;;;;;;;;;;;;;;;;;;;;;;;;;;
LogID;652;;Lap;RunTime;LapTime;HR;avgHR;LapDist;LapSpeed;RunDist;RunSpeed;Notes;;Time;HR;EPOC;Vent;Resp;VO2;kCal;Alt;Distance;Speed;min/km;km/h;;
;;;;;;;;;;;;;;0:08:04;95;1,188;15;15;5;1,81;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:06;90;1,188;14;15;5;1,58;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:08;92;1,189;14;15;5;1,63;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:10;99;1,190;16;15;6;1,91;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:12;101;1,192;16;14;6;1,98;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:14;100;1,193;15;14;6;1,89;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:16;96;1,194;14;14;5;1,68;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:18;97;1,195;15;14;5;1,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:20;101;1,196;15;14;6;1,86;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:22;97;1,197;13;13;5;1,66;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:24;92;1,197;12;13;4;1,45;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:26;93;1,197;13;13;4;1,49;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:28;95;1,198;13;13;5;1,54;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:30;88;1,197;11;13;4;1,27;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:32;86;1,197;11;13;4;1,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:34;90;1,196;12;13;4;1,39;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:36;93;1,197;13;13;4;1,50;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:38;94;1,197;13;14;5;1,55;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:40;88;1,197;12;14;4;1,34;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:42;88;1,196;12;14;4;1,34;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:44;89;1,196;12;14;4;1,42;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:46;92;1,197;13;14;5;1,52;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:48;91;1,197;13;14;5;1,51;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:50;88;1,197;12;14;4;1,41;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:52;90;1,197;13;15;5;1,52;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:54;94;1,198;14;15;5;1,69;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:56;91;1,198;13;15;5;1,58;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:08:58;87;1,198;13;15;4;1,43;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:00;86;1,198;13;15;4;1,43;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:02;87;1,198;13;15;4;1,50;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:04;93;1,199;15;15;5;1,77;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:06;102;1,201;17;15;7;2,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:08;103;1,204;18;16;7;2,25;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:10;102;1,206;16;16;7;2,16;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:12;91;1,207;14;16;5;1,68;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:14;91;1,208;14;16;5;1,69;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:16;89;1,209;14;16;5;1,64;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:18;88;1,209;14;16;5;1,65;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:20;88;1,210;15;17;5;1,70;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:22;90;1,211;16;17;6;1,87;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:24;89;1,213;16;18;6;1,90;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:26;86;1,214;16;18;6;1,89;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:28;94;1,216;19;19;7;2,32;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:30;92;1,219;19;19;7;2,31;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:32;87;1,222;19;20;7;2,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:34;87;1,225;20;21;7;2,29;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:36;87;1,228;20;21;7;2,34;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:38;84;1,230;20;22;7;2,28;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:40;89;1,234;22;22;8;2,56;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:42;95;1,238;24;22;9;2,83;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:44;98;1,244;25;22;9;2,93;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:46;94;1,249;24;22;9;2,80;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:48;93;1,254;23;22;9;2,72;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:50;94;1,258;24;22;9;2,82;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:52;102;1,264;26;22;10;3,11;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:54;104;1,271;25;22;10;3,12;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:56;103;1,277;25;21;10;3,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:09:58;104;1,283;24;21;10;3,03;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:00;104;1,289;24;20;10;3,03;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:02;103;1,295;22;20;9;2,84;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:04;96;1,298;20;19;8;2,45;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:06;95;1,301;19;19;7;2,37;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:08;93;1,303;18;18;7;2,20;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:10;95;1,306;18;18;7;2,27;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:12;100;1,309;19;18;8;2,47;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:14;102;1,312;19;18;8;2,52;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:16;103;1,316;20;17;8;2,57;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:18;104;1,319;19;17;8;2,56;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:20;102;1,323;20;17;8;2,50;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:22;105;1,327;20;17;8;2,64;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:24;103;1,330;20;18;8;2,56;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:26;105;1,334;21;18;9;2,72;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:28;107;1,339;22;18;9;2,86;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:30;108;1,344;22;18;9;2,88;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:32;102;1,348;19;18;8;2,54;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:34;94;1,350;18;18;7;2,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:36;94;1,353;18;18;7;2,25;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:38;97;1,355;19;19;7;2,40;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:40;98;1,358;20;19;8;2,53;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:42;103;1,363;22;19;9;2,81;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:44;104;1,368;22;19;9;2,86;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:46;102;1,372;22;20;9;2,81;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:48;99;1,377;22;20;9;2,72;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:50;97;1,381;23;21;9;2,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:52;97;1,385;23;22;9;2,78;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:54;95;1,390;24;22;9;2,81;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:56;99;1,395;27;23;10;3,07;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:10:58;102;1,402;29;24;10;3,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:00;102;1,409;30;25;10;3,26;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:02;102;1,416;33;26;11;3,43;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:04;113;1,428;38;26;13;4,04;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:06;120;1,444;41;27;14;4,47;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:08;120;1,461;42;28;14;4,47;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:10;121;1,479;44;28;15;4,62;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:12;123;1,499;45;28;15;4,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:14;122;1,517;44;29;15;4,57;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:16;117;1,533;42;29;14;4,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:18;112;1,545;41;29;13;3,98;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:20;110;1,556;41;29;13;3,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:22;112;1,569;41;28;13;4,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:24;116;1,582;41;28;13;4,22;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:26;117;1,597;41;28;14;4,28;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:28;120;1,613;42;27;14;4,48;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:30;122;1,630;42;27;15;4,58;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:32;126;1,650;42;26;15;4,78;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:34;124;1,669;40;26;15;4,59;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:36;121;1,684;38;26;14;4,34;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:38;115;1,696;35;25;13;3,93;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:40;111;1,706;33;25;12;3,70;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:42;109;1,714;34;25;12;3,65;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:44;112;1,724;34;25;12;3,78;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:46;108;1,733;32;25;11;3,52;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:48;99;1,738;30;26;10;3,11;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:50;93;1,743;29;26;9;2,95;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:52;94;1,747;30;26;10;3,02;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:54;94;1,752;31;26;10;3,04;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:56;93;1,756;31;27;9;2,98;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:11:58;87;1,760;30;27;9;2,82;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:00;87;1,764;31;27;9;2,83;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:02;87;1,767;31;27;9;2,83;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:04;85;1,771;30;27;9;2,77;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:06;85;1,774;31;27;9;2,80;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:08;88;1,778;31;27;9;2,90;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:10;89;1,782;31;27;9;2,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:12;93;1,786;32;27;10;3,03;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:14;90;1,790;30;26;9;2,88;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:16;92;1,794;30;26;9;2,98;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:18;97;1,799;30;25;10;3,07;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:20;95;1,803;27;25;9;2,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:22;90;1,806;25;24;8;2,68;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:24;89;1,808;24;23;8;2,60;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:26;93;1,811;23;22;8;2,66;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:28;95;1,814;22;22;8;2,62;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:30;89;1,815;20;21;7;2,29;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:32;83;1,815;17;20;6;1,91;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:34;78;1,814;15;19;5;1,60;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:36;83;1,813;16;18;5;1,71;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:38;85;1,812;14;17;5;1,63;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:40;76;1,809;12;17;3;1,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:42;77;1,806;12;16;3;1,16;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:44;85;1,804;13;16;4;1,39;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:46;80;1,802;11;15;3;1,14;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:48;79;1,799;11;15;3;1,09;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:50;84;1,796;12;14;4;1,21;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:52;86;1,794;11;14;4;1,22;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:54;84;1,791;11;14;3;1,15;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:56;87;1,789;12;14;4;1,25;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:12:58;86;1,786;11;14;4;1,21;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:00;79;1,784;10;14;3;0,99;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:02;80;1,780;11;14;3;1,06;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:04;91;1,778;12;14;4;1,39;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:06;82;1,776;10;14;3;1,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:08;76;1,773;10;14;3;0,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:10;78;1,770;10;14;3;0,98;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:12;84;1,767;11;14;3;1,17;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:14;85;1,764;12;14;4;1,21;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:16;91;1,762;12;14;4;1,37;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:18;92;1,761;12;14;4;1,39;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:20;91;1,759;11;13;4;1,30;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:22;80;1,756;9;13;3;0,94;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:24;80;1,752;10;13;3;0,95;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:26;84;1,750;10;13;3;1,05;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:28;84;1,747;10;13;3;1,03;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:30;90;1,744;11;13;3;1,20;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:32;89;1,742;11;12;3;1,16;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:34;93;1,740;11;12;4;1,27;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:36;93;1,737;11;12;4;1,23;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:38;89;1,735;10;12;3;1,10;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:40;89;1,732;10;12;3;1,10;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:42;86;1,729;9;12;3;0,97;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:44;81;1,726;9;12;2;0,86;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:46;83;1,723;9;12;2;0,90;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:48;79;1,720;8;12;2;0,81;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:50;77;1,716;8;12;2;0,75;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:52;72;1,713;7;12;2;0,67;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:54;75;1,709;8;12;2;0,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:56;78;1,706;8;12;2;0,80;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:13:58;73;1,702;8;12;2;0,71;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:00;74;1,699;8;12;2;0,75;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:02;76;1,695;8;13;2;0,80;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:04;76;1,692;9;13;2;0,83;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:06;79;1,689;9;13;3;0,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:08;79;1,686;9;13;3;0,93;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:10;81;1,683;10;13;3;1,00;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:12;85;1,681;11;14;3;1,15;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:14;86;1,679;11;14;3;1,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:16;82;1,676;10;14;3;1,06;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:18;81;1,674;10;14;3;1,04;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:20;82;1,671;11;14;3;1,07;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:22;85;1,669;11;14;3;1,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:24;87;1,667;11;14;4;1,23;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:26;84;1,665;11;14;3;1,15;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:28;84;1,662;11;14;3;1,14;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:30;84;1,660;12;14;3;1,18;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:32;92;1,659;13;14;4;1,50;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:34;94;1,658;14;14;5;1,60;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:36;93;1,657;14;15;5;1,57;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:38;91;1,656;13;15;5;1,55;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:40;91;1,655;14;15;5;1,58;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:42;93;1,654;15;16;5;1,75;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:44;95;1,654;16;16;6;1,89;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:46;99;1,655;18;17;7;2,17;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:48;103;1,657;19;17;8;2,48;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:50;103;1,659;19;18;8;2,52;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:52;95;1,661;18;18;7;2,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:54;88;1,661;17;19;6;2,00;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:56;92;1,662;19;20;7;2,27;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:14:58;96;1,664;21;20;8;2,51;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:00;92;1,666;20;21;7;2,38;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:02;89;1,668;20;21;7;2,33;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:04;89;1,670;21;22;7;2,40;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:06;92;1,672;23;22;8;2,61;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:08;98;1,676;25;22;9;2,87;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:10;101;1,681;26;23;10;3,03;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:12;104;1,686;28;23;10;3,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:14;107;1,693;30;24;11;3,37;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:16;108;1,700;31;24;11;3,49;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:18;109;1,708;31;24;11;3,54;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:20;109;1,716;33;25;11;3,59;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:22;111;1,726;34;25;12;3,72;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:24;114;1,736;35;25;12;3,87;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:26;113;1,746;35;26;12;3,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:28;103;1,753;33;26;10;3,31;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:30;95;1,758;32;27;10;3,04;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:32;92;1,762;32;27;9;2,95;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:34;91;1,766;34;28;10;3,02;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:36;100;1,773;38;28;11;3,39;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:38;106;1,781;41;29;12;3,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:40;114;1,794;45;30;14;4,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:42;121;1,811;49;30;15;4,69;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:44;127;1,835;53;31;17;5,22;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:46;135;1,870;58;31;19;5,86;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:48;141;1,919;62;31;21;6,47;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:50;147;1,983;66;32;22;6,96;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:52;151;2,058;67;32;23;7,24;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:54;150;2,131;66;32;23;7,05;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:56;146;2,192;64;33;22;6,70;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:15:58;142;2,244;63;33;21;6,37;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:00;141;2,293;64;33;21;6,40;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:02;144;2,349;65;33;21;6,64;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:04;146;2,409;65;33;22;6,78;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:06;147;2,473;66;32;22;6,92;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:08;150;2,545;68;32;23;7,19;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:10;155;2,629;70;32;24;7,54;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:12;158;2,723;71;31;25;7,74;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:14;161;2,825;72;31;26;7,95;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:16;163;2,934;72;30;26;8,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:18;164;3,046;72;30;26;8,13;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:20;164;3,159;71;29;26;8,13;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:22;164;3,270;70;29;26;8,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:24;163;3,377;68;29;26;7,99;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:26;161;3,478;66;28;25;7,84;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:28;159;3,569;62;28;24;7,58;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:30;154;3,646;59;28;23;7,17;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:32;150;3,710;57;28;22;6,85;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:34;149;3,769;57;28;22;6,75;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:36;148;3,825;56;28;21;6,61;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:38;143;3,871;53;29;20;6,16;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:40;141;3,911;56;29;20;6,15;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:42;144;3,960;59;30;21;6,51;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:44;147;4,018;62;30;22;6,82;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:46;151;4,089;66;31;23;7,23;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:48;156;4,175;71;32;25;7,63;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:50;160;4,275;74;32;26;7,93;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:52;162;4,384;77;33;26;8,08;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:54;164;4,498;79;34;26;8,20;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:56;163;4,611;79;35;26;8,11;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:16:58;158;4,709;77;36;25;7,71;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:17:00;151;4,787;76;36;23;7,23;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:17:02;147;4,854;78;37;23;7,02;0;0;0,000;;0,0;;
;;;;;;;;;;;;;;0:17:04;146;4,918;79;38;22;6,93;0;0;0,000;;0,0;;
